Subject	Act_Label	tBodyAcc-meanXMean	tBodyAcc-meanXN	tBodyAcc-meanYMean	tBodyAcc-meanYN	tBodyAcc-meanZMean	tBodyAcc-meanZN	tBodyAcc-stdXMean	tBodyAcc-stdXN	tBodyAcc-stdYMean	tBodyAcc-stdYN	tBodyAcc-stdZMean	tBodyAcc-stdZN	tGravityAcc-meanXMean	tGravityAcc-meanXN	tGravityAcc-meanYMean	tGravityAcc-meanYN	tGravityAcc-meanZMean	tGravityAcc-meanZN	tGravityAcc-stdXMean	tGravityAcc-stdXN	tGravityAcc-stdYMean	tGravityAcc-stdYN	tGravityAcc-stdZMean	tGravityAcc-stdZN	tBodyAccJerk-meanXMean	tBodyAccJerk-meanXN	tBodyAccJerk-meanYMean	tBodyAccJerk-meanYN	tBodyAccJerk-meanZMean	tBodyAccJerk-meanZN	tBodyAccJerk-stdXMean	tBodyAccJerk-stdXN	tBodyAccJerk-stdYMean	tBodyAccJerk-stdYN	tBodyAccJerk-stdZMean	tBodyAccJerk-stdZN	tBodyGyro-meanXMean	tBodyGyro-meanXN	tBodyGyro-meanYMean	tBodyGyro-meanYN	tBodyGyro-meanZMean	tBodyGyro-meanZN	tBodyGyro-stdXMean	tBodyGyro-stdXN	tBodyGyro-stdYMean	tBodyGyro-stdYN	tBodyGyro-stdZMean	tBodyGyro-stdZN	tBodyGyroJerk-meanXMean	tBodyGyroJerk-meanXN	tBodyGyroJerk-meanYMean	tBodyGyroJerk-meanYN	tBodyGyroJerk-meanZMean	tBodyGyroJerk-meanZN	tBodyGyroJerk-stdXMean	tBodyGyroJerk-stdXN	tBodyGyroJerk-stdYMean	tBodyGyroJerk-stdYN	tBodyGyroJerk-stdZMean	tBodyGyroJerk-stdZN	tBodyAccMag-meanMean	tBodyAccMag-meanN	tBodyAccMag-stdMean	tBodyAccMag-stdN	tGravityAccMag-meanMean	tGravityAccMag-meanN	tGravityAccMag-stdMean	tGravityAccMag-stdN	tBodyAccJerkMag-meanMean	tBodyAccJerkMag-meanN	tBodyAccJerkMag-stdMean	tBodyAccJerkMag-stdN	tBodyGyroMag-meanMean	tBodyGyroMag-meanN	tBodyGyroMag-stdMean	tBodyGyroMag-stdN	tBodyGyroJerkMag-meanMean	tBodyGyroJerkMag-meanN	tBodyGyroJerkMag-stdMean	tBodyGyroJerkMag-stdN	fBodyAcc-meanXMean	fBodyAcc-meanXN	fBodyAcc-meanYMean	fBodyAcc-meanYN	fBodyAcc-meanZMean	fBodyAcc-meanZN	fBodyAcc-stdXMean	fBodyAcc-stdXN	fBodyAcc-stdYMean	fBodyAcc-stdYN	fBodyAcc-stdZMean	fBodyAcc-stdZN	fBodyAcc-meanFreqXMean	fBodyAcc-meanFreqXN	fBodyAcc-meanFreqYMean	fBodyAcc-meanFreqYN	fBodyAcc-meanFreqZMean	fBodyAcc-meanFreqZN	fBodyAccJerk-meanXMean	fBodyAccJerk-meanXN	fBodyAccJerk-meanYMean	fBodyAccJerk-meanYN	fBodyAccJerk-meanZMean	fBodyAccJerk-meanZN	fBodyAccJerk-stdXMean	fBodyAccJerk-stdXN	fBodyAccJerk-stdYMean	fBodyAccJerk-stdYN	fBodyAccJerk-stdZMean	fBodyAccJerk-stdZN	fBodyAccJerk-meanFreqXMean	fBodyAccJerk-meanFreqXN	fBodyAccJerk-meanFreqYMean	fBodyAccJerk-meanFreqYN	fBodyAccJerk-meanFreqZMean	fBodyAccJerk-meanFreqZN	fBodyGyro-meanXMean	fBodyGyro-meanXN	fBodyGyro-meanYMean	fBodyGyro-meanYN	fBodyGyro-meanZMean	fBodyGyro-meanZN	fBodyGyro-stdXMean	fBodyGyro-stdXN	fBodyGyro-stdYMean	fBodyGyro-stdYN	fBodyGyro-stdZMean	fBodyGyro-stdZN	fBodyGyro-meanFreqXMean	fBodyGyro-meanFreqXN	fBodyGyro-meanFreqYMean	fBodyGyro-meanFreqYN	fBodyGyro-meanFreqZMean	fBodyGyro-meanFreqZN	fBodyAccMag-meanMean	fBodyAccMag-meanN	fBodyAccMag-stdMean	fBodyAccMag-stdN	fBodyAccMag-meanFreqMean	fBodyAccMag-meanFreqN	fBodyBodyAccJerkMag-meanMean	fBodyBodyAccJerkMag-meanN	fBodyBodyAccJerkMag-stdMean	fBodyBodyAccJerkMag-stdN	fBodyBodyAccJerkMag-meanFreqMean	fBodyBodyAccJerkMag-meanFreqN	fBodyBodyGyroMag-meanMean	fBodyBodyGyroMag-meanN	fBodyBodyGyroMag-stdMean	fBodyBodyGyroMag-stdN	fBodyBodyGyroMag-meanFreqMean	fBodyBodyGyroMag-meanFreqN	fBodyBodyGyroJerkMag-meanMean	fBodyBodyGyroJerkMag-meanN	fBodyBodyGyroJerkMag-stdMean	fBodyBodyGyroJerkMag-stdN	fBodyBodyGyroJerkMag-meanFreqMean	fBodyBodyGyroJerkMag-meanFreqN	angle_tBodyAccMean_gravityMean	angle_tBodyAccMean_gravityN	angle_tBodyAccJerkMean_gravityMeanMean	angle_tBodyAccJerkMean_gravityMeanN	angle_tBodyGyroMean_gravityMeanMean	angle_tBodyGyroMean_gravityMeanN	angle_tBodyGyroJerkMean_gravityMeanMean	angle_tBodyGyroJerkMean_gravityMeanN	angle_X_gravityMeanMean	angle_X_gravityMeanN	angle_Y_gravityMeanMean	angle_Y_gravityMeanN	angle_Z_gravityMeanMean	angle_Z_gravityMeanN
25	LAYING	0.250792	73	-0.018894	73	-0.100429	73	-0.909116	73	-0.691771	73	-0.717262	73	-0.461103	73	0.620659	73	0.526354	73	-0.829555	73	-0.643578	73	-0.610161	73	0.087907	73	0.028462	73	-0.030718	73	-0.973323	73	-0.945687	73	-0.967836	73	0.003727	73	-0.071640	73	0.139719	73	-0.889770	73	-0.936631	73	-0.910928	73	-0.101647	73	-0.042672	73	-0.059692	73	-0.957381	73	-0.971564	73	-0.974242	73	-0.560478	73	-0.649255	73	-0.560478	73	-0.649255	73	-0.962161	73	-0.961932	73	-0.809689	73	-0.856017	73	-0.969783	73	-0.968310	73	-0.929147	73	-0.784946	73	-0.816198	73	-0.902548	73	-0.672384	73	-0.694100	73	-0.403360	73	-0.080009	73	-0.031556	73	-0.972859	73	-0.946802	73	-0.962633	73	-0.976424	73	-0.948414	73	-0.971885	73	-0.041611	73	-0.279814	73	-0.109254	73	-0.890518	73	-0.946260	73	-0.924537	73	-0.891308	73	-0.932293	73	-0.915468	73	-0.205004	73	-0.262889	73	-0.139861	73	-0.774482	73	-0.651353	73	-0.241575	73	-0.960083	73	-0.963601	73	0.200494	73	-0.910127	73	-0.850661	73	-0.334850	73	-0.968252	73	-0.970458	73	0.085990	73	0.068308	73	0.203260	73	-0.063753	73	0.026301	73	0.586050	73	-0.452959	73	-0.416502	73
25	SITTING	0.278541	65	-0.014770	65	-0.109160	65	-0.991893	65	-0.947458	65	-0.965140	65	0.865686	65	0.208287	65	0.167141	65	-0.988880	65	-0.963415	65	-0.969460	65	0.075209	65	0.004854	65	0.002108	65	-0.992279	65	-0.982871	65	-0.988433	65	-0.035205	65	-0.074800	65	0.085278	65	-0.989908	65	-0.981194	65	-0.972638	65	-0.095480	65	-0.039165	65	-0.049560	65	-0.992305	65	-0.991316	65	-0.991491	65	-0.970409	65	-0.960003	65	-0.970409	65	-0.960003	65	-0.989545	65	-0.988312	65	-0.966569	65	-0.970639	65	-0.992865	65	-0.991766	65	-0.991405	65	-0.959117	65	-0.974776	65	-0.992124	65	-0.944843	65	-0.962091	65	-0.031640	65	0.125307	65	0.108179	65	-0.992479	65	-0.982957	65	-0.986326	65	-0.992750	65	-0.984068	65	-0.989156	65	0.176656	65	-0.040813	65	0.058717	65	-0.988003	65	-0.983828	65	-0.975806	65	-0.990550	65	-0.979829	65	-0.974173	65	0.136192	65	-0.300483	65	0.036869	65	-0.967018	65	-0.961997	65	0.194658	65	-0.987942	65	-0.987619	65	0.300440	65	-0.979351	65	-0.970322	65	-0.091144	65	-0.991782	65	-0.992020	65	0.253370	65	0.007955	65	-0.007331	65	0.042691	65	-0.050462	65	-0.701692	65	-0.064566	65	-0.098498	65
25	STANDING	0.278014	74	-0.016357	74	-0.107353	74	-0.991970	74	-0.954569	74	-0.964643	74	0.929795	74	-0.159317	74	0.201182	74	-0.993148	74	-0.980643	74	-0.967793	74	0.075234	74	0.006632	74	-0.006228	74	-0.988313	74	-0.972272	74	-0.987063	74	-0.024795	74	-0.069888	74	0.085269	74	-0.971357	74	-0.976758	74	-0.971814	74	-0.100474	74	-0.041829	74	-0.055698	74	-0.977910	74	-0.987242	74	-0.980722	74	-0.972664	74	-0.968076	74	-0.972664	74	-0.968076	74	-0.984647	74	-0.982637	74	-0.967077	74	-0.959884	74	-0.985092	74	-0.983231	74	-0.990093	74	-0.959846	74	-0.974051	74	-0.992852	74	-0.954179	74	-0.962124	74	0.034353	74	0.000928	74	0.195388	74	-0.988405	74	-0.972554	74	-0.984832	74	-0.989340	74	-0.974030	74	-0.987898	74	0.186396	74	-0.108166	74	0.086808	74	-0.968079	74	-0.978400	74	-0.970457	74	-0.972664	74	-0.975961	74	-0.974982	74	-0.185803	74	-0.224934	74	-0.069934	74	-0.972355	74	-0.970204	74	0.153960	74	-0.982294	74	-0.982083	74	0.308448	74	-0.968972	74	-0.961090	74	-0.169383	74	-0.984018	74	-0.983099	74	0.081161	74	-0.006093	74	0.012727	74	0.005183	74	0.025998	74	-0.745256	74	0.192585	74	-0.120205	74
25	WALKING	0.278993	74	-0.018648	74	-0.108738	74	-0.596007	74	-0.161852	74	-0.437133	74	0.937483	74	-0.127316	74	0.188416	74	-0.979499	74	-0.965093	74	-0.944996	74	0.072172	74	0.003511	74	-0.003351	74	-0.607621	74	-0.382620	74	-0.675601	74	-0.015631	74	-0.082077	74	0.086787	74	-0.401159	74	-0.604032	74	-0.562775	74	-0.102377	74	-0.039899	74	-0.051270	74	-0.507957	74	-0.799635	74	-0.659576	74	-0.405289	74	-0.565601	74	-0.405289	74	-0.565601	74	-0.538291	74	-0.542870	74	-0.394362	74	-0.489809	74	-0.678466	74	-0.757033	74	-0.609039	74	-0.251880	74	-0.533563	74	-0.591450	74	-0.170314	74	-0.430625	74	-0.347642	74	-0.163298	74	-0.144487	74	-0.625595	74	-0.434455	74	-0.659286	74	-0.624146	74	-0.367760	74	-0.690413	74	-0.223501	74	-0.546139	74	-0.463292	74	-0.411910	74	-0.678750	74	-0.561323	74	-0.406678	74	-0.567201	74	-0.603544	74	-0.333689	74	-0.327100	74	-0.196973	74	-0.566060	74	-0.632927	74	0.052649	74	-0.564591	74	-0.519004	74	0.135339	74	-0.562733	74	-0.529262	74	-0.151514	74	-0.770301	74	-0.757386	74	-0.003634	74	-0.031360	74	0.097139	74	0.034640	74	0.026991	74	-0.778511	74	0.170914	74	-0.111244	74
25	WALKING_DOWNSTAIRS	0.291330	58	-0.021017	58	-0.107192	58	-0.253757	58	-0.140541	58	-0.457972	58	0.929628	58	-0.072427	58	0.218796	58	-0.964470	58	-0.937816	58	-0.926192	58	0.110657	58	-0.019542	58	-0.011335	58	-0.501968	58	-0.371662	58	-0.711495	58	0.002991	58	-0.101115	58	0.098075	58	-0.288825	58	-0.523378	58	-0.443780	58	-0.127952	58	-0.041520	58	-0.064208	58	-0.430134	58	-0.810445	58	-0.599482	58	-0.220109	58	-0.259465	58	-0.220109	58	-0.259465	58	-0.500483	58	-0.482977	58	-0.216083	58	-0.382161	58	-0.664714	58	-0.679606	58	-0.372245	58	-0.196381	58	-0.556097	58	-0.213029	58	-0.166842	58	-0.449465	58	-0.554633	58	-0.173414	58	-0.152008	58	-0.525789	58	-0.415700	58	-0.686844	58	-0.522153	58	-0.365720	58	-0.734990	58	-0.419733	58	-0.544902	58	-0.423798	58	-0.217800	58	-0.632916	58	-0.410311	58	-0.316252	58	-0.470641	58	-0.506738	58	-0.269850	58	-0.474769	58	-0.191974	58	-0.288155	58	-0.359437	58	-0.172166	58	-0.471642	58	-0.502225	58	-0.000260	58	-0.485764	58	-0.423707	58	-0.159589	58	-0.687034	58	-0.693032	58	-0.101279	58	-0.071078	58	-0.085402	58	0.019177	58	0.050637	58	-0.779901	58	0.133511	58	-0.133507	58
25	WALKING_UPSTAIRS	0.277995	65	-0.026986	65	-0.126210	65	-0.459776	65	-0.223087	65	-0.296524	65	0.927693	65	-0.217641	65	0.108231	65	-0.950878	65	-0.931758	65	-0.882722	65	0.074004	65	0.009255	65	-0.011691	65	-0.663643	65	-0.627131	65	-0.812458	65	0.055612	65	-0.109438	65	0.099623	65	-0.489012	65	-0.433673	65	-0.564196	65	-0.126481	65	-0.028145	65	-0.054045	65	-0.693855	65	-0.839699	65	-0.746268	65	-0.305772	65	-0.480007	65	-0.305772	65	-0.480007	65	-0.679161	65	-0.674513	65	-0.318635	65	-0.387754	65	-0.777106	65	-0.824883	65	-0.521650	65	-0.380151	65	-0.542932	65	-0.437976	65	-0.199988	65	-0.237297	65	-0.593367	65	-0.379518	65	-0.463512	65	-0.668208	65	-0.640849	65	-0.793267	65	-0.690214	65	-0.638086	65	-0.830527	65	-0.410294	65	-0.601971	65	-0.612389	65	-0.476145	65	-0.618580	65	-0.575170	65	-0.500120	65	-0.349363	65	-0.601113	65	-0.380037	65	-0.549103	65	-0.254971	65	-0.527908	65	-0.536120	65	-0.273262	65	-0.654795	65	-0.703434	65	0.027897	65	-0.567153	65	-0.386613	65	-0.414532	65	-0.822404	65	-0.841061	65	-0.051162	65	0.013705	65	0.026152	65	-0.201479	65	0.056270	65	-0.750122	65	0.233730	65	-0.054554	65
26	LAYING	0.271646	76	-0.019190	76	-0.105003	76	-0.969445	76	-0.983231	76	-0.984500	76	-0.621310	76	0.803015	76	0.614523	76	-0.944472	76	-0.987888	76	-0.984082	76	0.086650	76	0.012442	76	-0.006148	76	-0.989316	76	-0.987183	76	-0.989065	76	-0.017066	76	-0.090323	76	0.152436	76	-0.990328	76	-0.979326	76	-0.969302	76	-0.100369	76	-0.039668	76	-0.071153	76	-0.992665	76	-0.989063	76	-0.993760	76	-0.976785	76	-0.964355	76	-0.976785	76	-0.964355	76	-0.989971	76	-0.989102	76	-0.951864	76	-0.965677	76	-0.992198	76	-0.989917	76	-0.973262	76	-0.983664	76	-0.984923	76	-0.967972	76	-0.983317	76	-0.984854	76	-0.210238	76	0.274378	76	0.374614	76	-0.989224	76	-0.987115	76	-0.987308	76	-0.990410	76	-0.988239	76	-0.989370	76	0.137090	76	0.127044	76	0.148821	76	-0.988386	76	-0.983128	76	-0.970171	76	-0.990970	76	-0.977492	76	-0.971789	76	0.153050	76	-0.066548	76	0.206193	76	-0.969269	76	-0.966577	76	0.277268	76	-0.989138	76	-0.987901	76	0.350704	76	-0.974305	76	-0.966139	76	0.111741	76	-0.990431	76	-0.989628	76	0.239935	76	-0.000042	76	0.026490	76	-0.010655	76	-0.000079	76	0.695744	76	-0.557477	76	-0.438577	76
26	SITTING	0.258244	78	-0.007134	78	-0.097445	78	-0.979769	78	-0.940799	78	-0.950004	78	0.782956	78	0.223106	78	0.314388	78	-0.965083	78	-0.949287	78	-0.944581	78	0.076444	78	0.006922	78	-0.007802	78	-0.992258	78	-0.986215	78	-0.990009	78	-0.037022	78	-0.084065	78	0.071111	78	-0.991028	78	-0.973445	78	-0.966441	78	-0.095985	78	-0.040307	78	-0.048763	78	-0.995883	78	-0.993140	78	-0.991930	78	-0.953080	78	-0.933603	78	-0.953080	78	-0.933603	78	-0.990898	78	-0.989986	78	-0.954053	78	-0.964742	78	-0.994466	78	-0.994033	78	-0.982580	78	-0.954299	78	-0.967519	78	-0.978755	78	-0.937784	78	-0.944781	78	-0.149018	78	0.112830	78	0.074531	78	-0.992025	78	-0.985863	78	-0.987990	78	-0.993300	78	-0.987755	78	-0.990693	78	0.176577	78	0.046639	78	0.054878	78	-0.990145	78	-0.981741	78	-0.970424	78	-0.991318	78	-0.969488	78	-0.968267	78	0.106739	78	-0.384198	78	0.034511	78	-0.952411	78	-0.934588	78	0.089080	78	-0.989482	78	-0.989521	78	0.336787	78	-0.976464	78	-0.963651	78	-0.185666	78	-0.993985	78	-0.994210	78	0.300529	78	-0.000269	78	0.033411	78	-0.001431	78	-0.050643	78	-0.564801	78	-0.077930	78	-0.207420	78
26	STANDING	0.281127	74	-0.016661	74	-0.110238	74	-0.993069	74	-0.949466	74	-0.962988	74	0.965461	74	-0.140315	74	0.088414	74	-0.992679	74	-0.966986	74	-0.964228	74	0.075358	74	0.008173	74	-0.002195	74	-0.990498	74	-0.975935	74	-0.986693	74	-0.024535	74	-0.073139	74	0.077671	74	-0.973785	74	-0.982408	74	-0.974891	74	-0.100356	74	-0.040901	74	-0.053254	74	-0.978472	74	-0.989767	74	-0.985993	74	-0.968512	74	-0.962697	74	-0.968512	74	-0.962697	74	-0.986985	74	-0.982626	74	-0.968674	74	-0.962654	74	-0.988545	74	-0.984254	74	-0.991993	74	-0.958402	74	-0.973215	74	-0.993702	74	-0.947830	74	-0.960028	74	0.091019	74	0.002162	74	0.145512	74	-0.990587	74	-0.976267	74	-0.984564	74	-0.991276	74	-0.977355	74	-0.987428	74	0.267660	74	-0.085459	74	0.049296	74	-0.969364	74	-0.983886	74	-0.974459	74	-0.975322	74	-0.981741	74	-0.977351	74	-0.166415	74	-0.118660	74	-0.012086	74	-0.970605	74	-0.963909	74	0.066375	74	-0.982877	74	-0.981129	74	0.221668	74	-0.972333	74	-0.962968	74	-0.144605	74	-0.985762	74	-0.983314	74	0.104517	74	-0.005215	74	0.027238	74	0.025672	74	0.011572	74	-0.853151	74	0.179640	74	-0.039843	74
26	WALKING	0.279264	59	-0.015426	59	-0.108927	59	-0.340186	59	-0.136351	59	-0.333487	59	0.960648	59	-0.133922	59	0.108739	59	-0.980056	59	-0.969040	59	-0.966232	59	0.065230	59	0.019671	59	-0.006183	59	-0.328453	59	-0.261864	59	-0.397484	59	-0.003341	59	-0.084151	59	0.085107	59	-0.492886	59	-0.575735	59	-0.354549	59	-0.099411	59	-0.045654	59	-0.049224	59	-0.417439	59	-0.587000	59	-0.485543	59	-0.223399	59	-0.421848	59	-0.223399	59	-0.421848	59	-0.290758	59	-0.279351	59	-0.392092	59	-0.538329	59	-0.512399	59	-0.603469	59	-0.321960	59	-0.146702	59	-0.339540	59	-0.347998	59	-0.185726	59	-0.384445	59	-0.299294	59	-0.053962	59	0.240364	59	-0.364227	59	-0.298532	59	-0.398673	59	-0.351066	59	-0.271952	59	-0.396530	59	-0.254936	59	-0.408095	59	-0.245889	59	-0.368113	59	-0.561828	59	-0.318517	59	-0.533000	59	-0.587940	59	-0.426232	59	-0.083760	59	0.132623	59	-0.063103	59	-0.379837	59	-0.537184	59	0.174398	59	-0.293358	59	-0.268948	59	0.042362	59	-0.551928	59	-0.609466	59	0.220812	59	-0.619461	59	-0.612930	59	0.194215	59	0.046781	59	-0.004731	59	-0.032503	59	-0.028132	59	-0.849217	59	0.175451	59	-0.054233	59
26	WALKING_DOWNSTAIRS	0.279285	50	-0.012626	50	-0.106440	50	0.173954	50	-0.011630	50	-0.284808	50	0.946797	50	-0.079900	50	0.153906	50	-0.962722	50	-0.935426	50	-0.933082	50	0.111471	50	-0.007132	50	-0.011891	50	-0.128112	50	-0.086405	50	-0.379336	50	-0.010752	50	-0.100382	50	0.082221	50	-0.331313	50	-0.473408	50	-0.332050	50	-0.099247	50	-0.037268	50	-0.051059	50	-0.170843	50	-0.547198	50	-0.358952	50	0.114379	50	0.147002	50	0.114379	50	0.147002	50	-0.148856	50	-0.111304	50	-0.235315	50	-0.296158	50	-0.418780	50	-0.463141	50	0.022800	50	-0.006237	50	-0.279640	50	0.226784	50	-0.078284	50	-0.346649	50	-0.551438	50	0.004440	50	0.139974	50	-0.201368	50	-0.165552	50	-0.360115	50	-0.130826	50	-0.061537	50	-0.396702	50	-0.521288	50	-0.456680	50	-0.345016	50	-0.125918	50	-0.443126	50	-0.221389	50	-0.398200	50	-0.497506	50	-0.434482	50	-0.109325	50	0.042573	50	-0.013729	50	0.075102	50	0.005749	50	-0.152993	50	-0.153172	50	-0.067941	50	-0.084572	50	-0.334510	50	-0.392991	50	0.005991	50	-0.472201	50	-0.489497	50	-0.004341	50	0.076785	50	-0.046174	50	0.032927	50	0.029925	50	-0.843574	50	0.138869	50	-0.086876	50
26	WALKING_UPSTAIRS	0.272691	55	-0.028163	55	-0.121943	55	-0.169007	55	-0.049173	55	-0.404597	55	0.942095	55	-0.246170	55	-0.001993	55	-0.962011	55	-0.937858	55	-0.929637	55	0.075565	55	0.002092	55	-0.011709	55	-0.290880	55	-0.399771	55	-0.677996	55	-0.024795	55	-0.065760	55	0.072146	55	-0.550274	55	-0.603097	55	-0.309088	55	-0.097559	55	-0.038624	55	-0.059556	55	-0.515829	55	-0.725210	55	-0.556390	55	-0.142874	55	-0.150707	55	-0.142874	55	-0.150707	55	-0.404464	55	-0.334531	55	-0.344427	55	-0.514032	55	-0.648100	55	-0.661830	55	-0.242821	55	-0.185528	55	-0.499503	55	-0.142844	55	-0.043947	55	-0.400902	55	-0.384394	55	-0.231359	55	-0.189089	55	-0.304541	55	-0.419345	55	-0.639741	55	-0.342075	55	-0.420056	55	-0.715727	55	-0.222514	55	-0.477677	55	-0.378522	55	-0.427687	55	-0.617113	55	-0.342704	55	-0.590812	55	-0.598237	55	-0.362052	55	-0.069302	55	-0.095642	55	-0.216501	55	-0.167566	55	-0.274226	55	-0.017224	55	-0.294970	55	-0.393715	55	0.057155	55	-0.556085	55	-0.569632	55	-0.025513	55	-0.673581	55	-0.669846	55	-0.051256	55	0.041900	55	0.046614	55	-0.138231	55	-0.023517	55	-0.775023	55	0.253035	55	0.023179	55
27	LAYING	0.274102	74	-0.017987	74	-0.107700	74	-0.978455	74	-0.983736	74	-0.986637	74	-0.530435	74	0.567879	74	0.845392	74	-0.971184	74	-0.993702	74	-0.989056	74	0.076627	74	0.012649	74	-0.000686	74	-0.986472	74	-0.985159	74	-0.989685	74	-0.019543	74	-0.095784	74	0.118738	74	-0.988837	74	-0.984287	74	-0.978375	74	-0.101148	74	-0.036219	74	-0.064280	74	-0.993504	74	-0.993026	74	-0.993297	74	-0.982092	74	-0.978920	74	-0.982092	74	-0.978920	74	-0.988373	74	-0.988587	74	-0.966918	74	-0.971916	74	-0.994355	74	-0.993484	74	-0.980632	74	-0.982916	74	-0.987357	74	-0.977616	74	-0.984269	74	-0.986582	74	-0.173719	74	0.254637	74	0.360079	74	-0.986680	74	-0.985257	74	-0.988033	74	-0.987477	74	-0.986116	74	-0.989901	74	0.096126	74	0.062993	74	0.148093	74	-0.987029	74	-0.986796	74	-0.979202	74	-0.989382	74	-0.983052	74	-0.980096	74	0.091110	74	-0.019569	74	0.254805	74	-0.981389	74	-0.980296	74	0.368680	74	-0.988099	74	-0.988175	74	0.405105	74	-0.979891	74	-0.971806	74	0.174312	74	-0.993564	74	-0.993552	74	0.348321	74	0.021643	74	-0.009473	74	-0.019023	74	-0.021543	74	0.631986	74	-0.335722	74	-0.676516	74
27	SITTING	0.273941	70	-0.015527	70	-0.105522	70	-0.988580	70	-0.971579	70	-0.965859	70	0.839465	70	0.212947	70	0.276417	70	-0.982446	70	-0.982553	70	-0.967268	70	0.077904	70	0.004671	70	-0.006113	70	-0.990658	70	-0.985097	70	-0.988904	70	-0.037183	70	-0.079735	70	0.083375	70	-0.988492	70	-0.982067	70	-0.975713	70	-0.095164	70	-0.039641	70	-0.050388	70	-0.993640	70	-0.992226	70	-0.991767	70	-0.979482	70	-0.969527	70	-0.979482	70	-0.969527	70	-0.989467	70	-0.989201	70	-0.963565	70	-0.970782	70	-0.994035	70	-0.992113	70	-0.988682	70	-0.974058	70	-0.974666	70	-0.988659	70	-0.971266	70	-0.963221	70	-0.058515	70	0.144626	70	0.121635	70	-0.990840	70	-0.985239	70	-0.987088	70	-0.991292	70	-0.986083	70	-0.989283	70	0.194319	70	-0.010579	70	0.034773	70	-0.987208	70	-0.984141	70	-0.976848	70	-0.988985	70	-0.981038	70	-0.977596	70	0.028064	70	-0.159439	70	0.021817	70	-0.974766	70	-0.970885	70	0.207856	70	-0.988773	70	-0.988532	70	0.357921	70	-0.979483	70	-0.970528	70	-0.023077	70	-0.992390	70	-0.991968	70	0.224975	70	-0.000321	70	0.025638	70	0.021803	70	-0.052048	70	-0.630309	70	-0.066228	70	-0.178207	70
27	STANDING	0.279567	80	-0.016593	80	-0.107836	80	-0.991952	80	-0.955171	80	-0.962408	80	0.965351	80	-0.188505	80	-0.005574	80	-0.994012	80	-0.979641	80	-0.968170	80	0.074970	80	0.012243	80	-0.001380	80	-0.987628	80	-0.975830	80	-0.987355	80	-0.026732	80	-0.067507	80	0.071684	80	-0.969902	80	-0.982499	80	-0.981282	80	-0.098761	80	-0.041747	80	-0.051404	80	-0.982642	80	-0.990798	80	-0.988970	80	-0.972753	80	-0.966360	80	-0.972753	80	-0.966360	80	-0.985348	80	-0.984159	80	-0.968703	80	-0.965693	80	-0.989532	80	-0.988820	80	-0.990122	80	-0.961356	80	-0.974146	80	-0.992876	80	-0.954382	80	-0.958925	80	0.137805	80	0.065458	80	0.091256	80	-0.987772	80	-0.975869	80	-0.985111	80	-0.988607	80	-0.977606	80	-0.988208	80	0.296144	80	-0.032923	80	0.055480	80	-0.970150	80	-0.983732	80	-0.980862	80	-0.970222	80	-0.981858	80	-0.983105	80	-0.246820	80	-0.139056	80	0.057630	80	-0.973186	80	-0.967529	80	0.177825	80	-0.984152	80	-0.983022	80	0.329014	80	-0.975526	80	-0.965400	80	-0.165714	80	-0.989418	80	-0.988579	80	0.212895	80	0.017212	80	0.034699	80	-0.037003	80	0.001785	80	-0.833423	80	0.212370	80	0.025601	80
27	WALKING	0.276849	57	-0.016648	57	-0.112822	57	-0.348476	57	-0.187301	57	-0.297318	57	0.944759	57	-0.187497	57	-0.126211	57	-0.979866	57	-0.973793	57	-0.956593	57	0.068433	57	0.001612	57	-0.020752	57	-0.316184	57	-0.104090	57	-0.401189	57	-0.085588	57	-0.036535	57	0.118268	57	-0.606860	57	-0.529865	57	-0.250120	57	-0.078616	57	-0.047697	57	-0.065025	57	-0.523257	57	-0.634106	57	-0.426347	57	-0.238854	57	-0.407356	57	-0.238854	57	-0.407356	57	-0.230501	57	-0.266139	57	-0.396639	57	-0.482452	57	-0.562587	57	-0.618719	57	-0.308702	57	-0.136784	57	-0.312373	57	-0.365256	57	-0.267742	57	-0.345515	57	-0.301660	57	0.154280	57	0.248446	57	-0.345483	57	-0.194767	57	-0.382617	57	-0.346610	57	-0.065518	57	-0.417958	57	-0.268722	57	-0.226366	57	-0.199017	57	-0.498018	57	-0.534724	57	-0.318182	57	-0.642349	57	-0.530944	57	-0.297848	57	-0.040573	57	0.001986	57	-0.128721	57	-0.327229	57	-0.550393	57	0.243536	57	-0.259934	57	-0.279732	57	0.016211	57	-0.519452	57	-0.546888	57	0.148717	57	-0.623288	57	-0.639242	57	0.085976	57	0.012539	57	0.024839	57	0.132262	57	-0.115752	57	-0.780894	57	0.211875	57	0.110065	57
